corp_code,name,position,compensation,salary_source,salary_type
00138260,,사외이사(감사위원회 위원 제외),"54,000,000",임원전체보수유형,estimate
00138260,,감사위원회 위원,-,임원전체보수유형,estimate
00138260,,감사,"93,000,000",임원전체보수유형,estimate
00120562,고정욱,사장,"956,000,000",개인별보수,exact
00120562,이동우,대표이사,"1,564,000,000",개인별보수,exact
00120562,신동빈,대표이사,"5,972,000,000",개인별보수,exact
00120562,,미등기임원,"439,000,000",미등기임원,estimate
00120562,,"등기이사(사외이사, 감사위원회 위원 제외)","2,379,000,000",임원전체보수유형,estimate
00120562,,사외이사(감사위원회 위원 제외),"78,000,000",임원전체보수유형,estimate
00120562,,감사위원회 위원,"84,000,000",임원전체보수유형,estimate
00120562,,감사,-,임원전체보수유형,estimate
00164724,조재천,대표이사,"561,000,000",개인별보수,exact
00164724,,미등기임원,"304,000,000",미등기임원,estimate
00164724,,"등기이사(사외이사, 감사위원회 위원 제외)","187,000,000",임원전체보수유형,estimate
00164724,,사외이사(감사위원회 위원 제외),-,임원전체보수유형,estimate
00164724,,감사위원회 위원,"63,000,000",임원전체보수유형,estimate
00164724,,감사,-,임원전체보수유형,estimate
00249247,양민석,사장,"1,001,000,000",개인별보수,exact
00249247,,미등기임원,"305,000,000",미등기임원,estimate
00249247,,"등기이사(사외이사, 감사위원회 위원 제외)","368,000,000",임원전체보수유형,estimate
00249247,,사외이사(감사위원회 위원 제외),"32,000,000",임원전체보수유형,estimate
00249247,,감사위원회 위원,-,임원전체보수유형,estimate
00249247,,감사,"48,000,000",임원전체보수유형,estimate
00159616,박상현,사장,"1,718,000,000",개인별보수,exact
00159616,정연인,부회장,"2,357,000,000",개인별보수,exact
00159616,박지원,회장,"5,654,000,000",개인별보수,exact
00159616,,미등기임원,"444,000,000",미등기임원,estimate
00159616,,"등기이사(사외이사, 감사위원회 위원 제외)","3,243,000,000",임원전체보수유형,estimate
00159616,,사외이사(감사위원회 위원 제외),-,임원전체보수유형,estimate
00159616,,감사위원회 위원,"59,000,000",임원전체보수유형,estimate
00159616,,감사,-,임원전체보수유형,estimate
00139764,박진규,대표이사 회장,"609,000,000",개인별보수,exact
00139764,,미등기임원,"168,000,000",미등기임원,estimate
00139764,,"등기이사(사외이사, 감사위원회 위원 제외)","351,020,000",임원전체보수유형,estimate
00139764,,사외이사(감사위원회 위원 제외),"12,000,000",임원전체보수유형,estimate
00139764,,감사위원회 위원,-,임원전체보수유형,estimate
00139764,,감사,"26,700,000",임원전체보수유형,estimate
00140955,박원환,대표이사,"706,000,000",개인별보수,exact
00140955,조연주,사내이사,"956,000,000",개인별보수,exact
00140955,,미등기임원,"465,000,000",미등기임원,estimate
00140955,,"등기이사(사외이사, 감사위원회 위원 제외)","636,000,000",임원전체보수유형,estimate
00140955,,사외이사(감사위원회 위원 제외),-,임원전체보수유형,estimate
00140955,,감사위원회 위원,"36,000,000",임원전체보수유형,estimate
00140955,,감사,-,임원전체보수유형,estimate
00105606,-,-,-,개인별보수,exact
00105606,-,-,-,개인별보수,exact
00105606,,미등기임원,"99,000,000",미등기임원,estimate
00105606,,"등기이사(사외이사, 감사위원회 위원 제외)","216,000,000",임원전체보수유형,estimate
00105606,,사외이사(감사위원회 위원 제외),"30,000,000",임원전체보수유형,estimate
00105606,,감사위원회 위원,-,임원전체보수유형,estimate
00105606,,감사,"36,000,000",임원전체보수유형,estimate
00133618,-,-,-,개인별보수,exact
00133618,,미등기임원,-,미등기임원,estimate
00133618,,"등기이사(사외이사, 감사위원회 위원 제외)","34,825,000",임원전체보수유형,estimate
00133618,,사외이사(감사위원회 위원 제외),"18,000,000",임원전체보수유형,estimate
00133618,,감사위원회 위원,-,임원전체보수유형,estimate
00133618,,감사,"18,000,000",임원전체보수유형,estimate
00133812,최종일,대표이사,"625,000,000",개인별보수,exact
00133812,이상웅,회장,"1,471,000,000",개인별보수,exact
00133812,,미등기임원,"209,131,533",미등기임원,estimate
00133812,,"등기이사(사외이사, 감사위원회 위원 제외)","702,586,623",임원전체보수유형,estimate
00133812,,사외이사(감사위원회 위원 제외),-,임원전체보수유형,estimate
00133812,,감사위원회 위원,"49,142,000",임원전체보수유형,estimate
00133812,,감사,-,임원전체보수유형,estimate
00123772,박현철,대표이사,"757,000,000",개인별보수,exact
00123772,,미등기임원,"297,982,000",미등기임원,estimate
00123772,,"등기이사(사외이사, 감사위원회 위원 제외)","389,000,000",임원전체보수유형,estimate
00123772,,사외이사(감사위원회 위원 제외),-,임원전체보수유형,estimate
00123772,,감사위원회 위원,"32,000,000",임원전체보수유형,estimate
00123772,,감사,-,임원전체보수유형,estimate
00158112,-,-,-,개인별보수,exact
00158112,,미등기임원,"121,000,000",미등기임원,estimate
00158112,,"등기이사(사외이사, 감사위원회 위원 제외)","368,000,000",임원전체보수유형,estimate
00158112,,사외이사(감사위원회 위원 제외),"12,000,000",임원전체보수유형,estimate
00158112,,감사위원회 위원,-,임원전체보수유형,estimate
00158112,,감사,"24,000,000",임원전체보수유형,estimate
00163196,엄정헌,회장(대표이사),"521,087,000",개인별보수,exact
00163196,,미등기임원,"86,112,000",미등기임원,estimate
00163196,,"등기이사(사외이사, 감사위원회 위원 제외)","436,538,000",임원전체보수유형,estimate
00163196,,사외이사(감사위원회 위원 제외),"7,200,000",임원전체보수유형,estimate
00163196,,감사위원회 위원,-,임원전체보수유형,estimate
00163196,,감사,"81,361,000",임원전체보수유형,estimate
00108135,허진성,담당,"512,000,000",개인별보수,exact
00108135,박용태,부회장,"681,000,000",개인별보수,exact
00108135,허일섭,회장,"1,056,000,000",개인별보수,exact
00108135,허용준,대표이사,"1,121,000,000",개인별보수,exact
00108135,,미등기임원,"303,000,000",미등기임원,estimate
00108135,,"등기이사(사외이사, 감사위원회 위원 제외)","954,000,000",임원전체보수유형,estimate
00108135,,사외이사(감사위원회 위원 제외),"55,000,000",임원전체보수유형,estimate
00108135,,감사위원회 위원,-,임원전체보수유형,estimate
00108135,,감사,"96,000,000",임원전체보수유형,estimate
00109718,-,-,-,개인별보수,exact
00109718,-,-,-,개인별보수,exact
00109718,,미등기임원,"96,148,504",미등기임원,estimate
00109718,,"등기이사(사외이사, 감사위원회 위원 제외)","264,412,791",임원전체보수유형,estimate
00109718,,사외이사(감사위원회 위원 제외),-,임원전체보수유형,estimate
00109718,,감사위원회 위원,"10,000,000",임원전체보수유형,estimate
00109718,,감사,-,임원전체보수유형,estimate
00100939,-,-,-,개인별보수,exact
00100939,,미등기임원,"110,294,000",미등기임원,estimate
00100939,,"등기이사(사외이사, 감사위원회 위원 제외)","152,578,000",임원전체보수유형,estimate
00100939,,사외이사(감사위원회 위원 제외),-,임원전체보수유형,estimate
00100939,,감사위원회 위원,"36,000,000",임원전체보수유형,estimate
00100939,,감사,-,임원전체보수유형,estimate
00423690,김진용,대표이사,"830,000,000",개인별보수,exact
00423690,,미등기임원,-,미등기임원,estimate
00423690,,"등기이사(사외이사, 감사위원회 위원 제외)","398,000,000",임원전체보수유형,estimate
00423690,,사외이사(감사위원회 위원 제외),-,임원전체보수유형,estimate
00423690,,감사위원회 위원,"12,000,000",임원전체보수유형,estimate
00423690,,감사,-,임원전체보수유형,estimate
00152039,-,-,-,개인별보수,exact
00152039,,미등기임원,"112,919,000",미등기임원,estimate
00152039,,"등기이사(사외이사, 감사위원회 위원 제외)","97,972,000",임원전체보수유형,estimate
00152039,,사외이사(감사위원회 위원 제외),"30,000,000",임원전체보수유형,estimate
00152039,,감사위원회 위원,-,임원전체보수유형,estimate
00152039,,감사,"56,000,000",임원전체보수유형,estimate
00587466,양준영,사내이사,"551,105,000",개인별보수,exact
00587466,양규모,사내이사,"856,658,000",개인별보수,exact
00587466,,미등기임원,"180,561,000",미등기임원,estimate
00587466,,"등기이사(사외이사, 감사위원회 위원 제외)","492,010,000",임원전체보수유형,estimate
00587466,,사외이사(감사위원회 위원 제외),-,임원전체보수유형,estimate
00587466,,감사위원회 위원,-,임원전체보수유형,estimate
00587466,,감사,"198,980,000",임원전체보수유형,estimate
00141413,-,-,-,개인별보수,exact
00141413,,미등기임원,"116,691,000",미등기임원,estimate
00141413,,"등기이사(사외이사, 감사위원회 위원 제외)","360,184,000",임원전체보수유형,estimate
00141413,,사외이사(감사위원회 위원 제외),"18,000,000",임원전체보수유형,estimate
00141413,,감사위원회 위원,-,임원전체보수유형,estimate
00141413,,감사,-,임원전체보수유형,estimate
00115287,김형곤,회장,"890,000,000",개인별보수,exact
00115287,,미등기임원,"201,000,000",미등기임원,estimate
00115287,,"등기이사(사외이사, 감사위원회 위원 제외)","413,000,000",임원전체보수유형,estimate
00115287,,사외이사(감사위원회 위원 제외),"22,000,000",임원전체보수유형,estimate
00115287,,감사위원회 위원,-,임원전체보수유형,estimate
00115287,,감사,"217,000,000",임원전체보수유형,estimate
01128613,-,-,-,개인별보수,exact
01128613,,미등기임원,-,미등기임원,estimate
01128613,,"등기이사(사외이사, 감사위원회 위원 제외)","142,000,000",임원전체보수유형,estimate
01128613,,사외이사(감사위원회 위원 제외),-,임원전체보수유형,estimate
01128613,,감사위원회 위원,"24,000,000",임원전체보수유형,estimate
01128613,,감사,-,임원전체보수유형,estimate
00796994,장원영,대표이사,"579,729,000",개인별보수,exact
00796994,,미등기임원,"140,022,000",미등기임원,estimate
00796994,,"등기이사(사외이사, 감사위원회 위원 제외)","579,729,000",임원전체보수유형,estimate
00796994,,사외이사(감사위원회 위원 제외),-,임원전체보수유형,estimate
00796994,,감사위원회 위원,"18,000,000",임원전체보수유형,estimate
00796994,,감사,-,임원전체보수유형,estimate
00353878,한상원,대표이사,"1,364,000,000",개인별보수,exact
00353878,,미등기임원,"155,671,000",미등기임원,estimate
00353878,,"등기이사(사외이사, 감사위원회 위원 제외)","679,000,000",임원전체보수유형,estimate
00353878,,사외이사(감사위원회 위원 제외),-,임원전체보수유형,estimate
00353878,,감사위원회 위원,-,임원전체보수유형,estimate
00353878,,감사,-,임원전체보수유형,estimate
00760971,김창한,사내이사,"5,931,000,000",개인별보수,exact
00760971,,미등기임원,"1,347,000,000",미등기임원,estimate
00760971,,"등기이사(사외이사, 감사위원회 위원 제외)","3,189,000,000",임원전체보수유형,estimate
00760971,,사외이사(감사위원회 위원 제외),"69,000,000",임원전체보수유형,estimate
00760971,,감사위원회 위원,"71,000,000",임원전체보수유형,estimate
00760971,,감사,-,임원전체보수유형,estimate
00122579,-,-,-,개인별보수,exact
00122579,,미등기임원,"99,168,000",미등기임원,estimate
00122579,,"등기이사(사외이사, 감사위원회 위원 제외)","88,028,000",임원전체보수유형,estimate
00122579,,사외이사(감사위원회 위원 제외),-,임원전체보수유형,estimate
00122579,,감사위원회 위원,"30,000,000",임원전체보수유형,estimate
00122579,,감사,-,임원전체보수유형,estimate
00815369,-,-,-,개인별보수,exact
00815369,,미등기임원,"125,268,000",미등기임원,estimate
00815369,,"등기이사(사외이사, 감사위원회 위원 제외)","165,504,000",임원전체보수유형,estimate
00815369,,사외이사(감사위원회 위원 제외),"24,000,000",임원전체보수유형,estimate
00815369,,감사위원회 위원,-,임원전체보수유형,estimate
00815369,,감사,"36,000,000",임원전체보수유형,estimate
00156354,-,-,-,개인별보수,exact
00156354,,미등기임원,"172,308,000",미등기임원,estimate
00156354,,"등기이사(사외이사, 감사위원회 위원 제외)","170,147,000",임원전체보수유형,estimate
00156354,,사외이사(감사위원회 위원 제외),-,임원전체보수유형,estimate
00156354,,감사위원회 위원,"16,000,000",임원전체보수유형,estimate
00156354,,감사,-,임원전체보수유형,estimate
00197759,-,-,-,개인별보수,exact
00197759,-,-,-,개인별보수,exact
00197759,,미등기임원,"244,000,000",미등기임원,estimate
00197759,,"등기이사(사외이사, 감사위원회 위원 제외)","116,000,000",임원전체보수유형,estimate
00197759,,사외이사(감사위원회 위원 제외),"21,000,000",임원전체보수유형,estimate
00197759,,감사위원회 위원,-,임원전체보수유형,estimate
00197759,,감사,"36,000,000",임원전체보수유형,estimate
00400857,-,-,-,개인별보수,exact
00400857,,미등기임원,"201,000,000",미등기임원,estimate
00400857,,"등기이사(사외이사, 감사위원회 위원 제외)","93,000,000",임원전체보수유형,estimate
00400857,,사외이사(감사위원회 위원 제외),-,임원전체보수유형,estimate
00400857,,감사위원회 위원,"85,000,000",임원전체보수유형,estimate
00400857,,감사,-,임원전체보수유형,estimate
00194947,-,-,-,개인별보수,exact
00194947,,미등기임원,"188,945,000",미등기임원,estimate
00194947,,"등기이사(사외이사, 감사위원회 위원 제외)","223,615,000",임원전체보수유형,estimate
00194947,,사외이사(감사위원회 위원 제외),"24,000,000",임원전체보수유형,estimate
00194947,,감사위원회 위원,-,임원전체보수유형,estimate
00194947,,감사,"181,151,000",임원전체보수유형,estimate
00108612,한승욱,대표이사,"577,118,000",개인별보수,exact
00108612,,미등기임원,"186,477,000",미등기임원,estimate
00108612,,"등기이사(사외이사, 감사위원회 위원 제외)","333,976,000",임원전체보수유형,estimate
00108612,,사외이사(감사위원회 위원 제외),-,임원전체보수유형,estimate
00108612,,감사위원회 위원,"39,000,000",임원전체보수유형,estimate
00108612,,감사,-,임원전체보수유형,estimate
00134477,-,-,-,개인별보수,exact
00134477,,미등기임원,"225,397,000",미등기임원,estimate
00134477,,"등기이사(사외이사, 감사위원회 위원 제외)","232,533,000",임원전체보수유형,estimate
00134477,,사외이사(감사위원회 위원 제외),"61,000,000",임원전체보수유형,estimate
00134477,,감사위원회 위원,-,임원전체보수유형,estimate
00134477,,감사,"61,000,000",임원전체보수유형,estimate
00138279,Anwar A. Al-Hejazi,사내이사,"988,560,000",개인별보수,exact
00138279,,미등기임원,"424,367,000",미등기임원,estimate
00138279,,"등기이사(사외이사, 감사위원회 위원 제외)","272,412,000",임원전체보수유형,estimate
00138279,,사외이사(감사위원회 위원 제외),"95,509,000",임원전체보수유형,estimate
00138279,,감사위원회 위원,"97,324,000",임원전체보수유형,estimate
00138279,,감사,-,임원전체보수유형,estimate
00160418,-,-,-,개인별보수,exact
00160418,,미등기임원,"221,000,000",미등기임원,estimate
00160418,,"등기이사(사외이사, 감사위원회 위원 제외)","231,000,000",임원전체보수유형,estimate
00160418,,사외이사(감사위원회 위원 제외),"19,000,000",임원전체보수유형,estimate
00160418,,감사위원회 위원,-,임원전체보수유형,estimate
00160418,,감사,"28,000,000",임원전체보수유형,estimate
00145552,-,-,-,개인별보수,exact
00145552,,미등기임원,"187,000,000",미등기임원,estimate
00145552,,"등기이사(사외이사, 감사위원회 위원 제외)","220,000,000",임원전체보수유형,estimate
00145552,,사외이사(감사위원회 위원 제외),"36,000,000",임원전체보수유형,estimate
00145552,,감사위원회 위원,-,임원전체보수유형,estimate
00145552,,감사,"110,000,000",임원전체보수유형,estimate
00116949,김인환,사장,"750,001,000",개인별보수,exact
00116949,김상헌,회장,"800,000,000",개인별보수,exact
00116949,,미등기임원,"107,266,000",미등기임원,estimate
00116949,,"등기이사(사외이사, 감사위원회 위원 제외)","554,452,000",임원전체보수유형,estimate
00116949,,사외이사(감사위원회 위원 제외),"36,097,000",임원전체보수유형,estimate
00116949,,감사위원회 위원,-,임원전체보수유형,estimate
00116949,,감사,"167,501,000",임원전체보수유형,estimate
00269241,-,-,-,개인별보수,exact
00269241,,미등기임원,"82,773,000",미등기임원,estimate
00269241,,"등기이사(사외이사, 감사위원회 위원 제외)","30,277,000",임원전체보수유형,estimate
00269241,,사외이사(감사위원회 위원 제외),-,임원전체보수유형,estimate
00269241,,감사위원회 위원,"45,915,000",임원전체보수유형,estimate
00269241,,감사,-,임원전체보수유형,estimate
00220613,박효정,회장,"580,000,000",개인별보수,exact
00220613,,미등기임원,"96,000,000",미등기임원,estimate
00220613,,"등기이사(사외이사, 감사위원회 위원 제외)","301,000,000",임원전체보수유형,estimate
00220613,,사외이사(감사위원회 위원 제외),"28,000,000",임원전체보수유형,estimate
00220613,,감사위원회 위원,-,임원전체보수유형,estimate
00220613,,감사,"84,000,000",임원전체보수유형,estimate
00176914,-,-,-,개인별보수,exact
00176914,-,-,-,개인별보수,exact
00176914,,미등기임원,"188,000,000",미등기임원,estimate
00176914,,"등기이사(사외이사, 감사위원회 위원 제외)","394,000,000",임원전체보수유형,estimate
00176914,,사외이사(감사위원회 위원 제외),"45,000,000",임원전체보수유형,estimate
00176914,,감사위원회 위원,-,임원전체보수유형,estimate
00176914,,감사,"45,000,000",임원전체보수유형,estimate
00120076,민병일,전무,"528,000,000",개인별보수,exact
00120076,윤춘성,사장,"1,597,000,000",개인별보수,exact
00120076,,미등기임원,"424,000,000",미등기임원,estimate
00120076,,"등기이사(사외이사, 감사위원회 위원 제외)","1,063,000,000",임원전체보수유형,estimate
00120076,,사외이사(감사위원회 위원 제외),"72,000,000",임원전체보수유형,estimate
00120076,,감사위원회 위원,"72,000,000",임원전체보수유형,estimate
00120076,,감사,-,임원전체보수유형,estimate
00160232,박찬도,대표이사,"707,000,000",개인별보수,exact
00160232,,미등기임원,"392,000,000",미등기임원,estimate
00160232,,"등기이사(사외이사, 감사위원회 위원 제외)","496,000,000",임원전체보수유형,estimate
00160232,,사외이사(감사위원회 위원 제외),-,임원전체보수유형,estimate
00160232,,감사위원회 위원,"72,000,000",임원전체보수유형,estimate
00160232,,감사,-,임원전체보수유형,estimate
00401731,김창태,부사장,"554,000,000",개인별보수,exact
00401731,조주완,"대표이사, 사장","2,992,000,000",개인별보수,exact
00401731,,미등기임원,"517,000,000",미등기임원,estimate
00401731,,"등기이사(사외이사, 감사위원회 위원 제외)","1,182,000,000",임원전체보수유형,estimate
00401731,,사외이사(감사위원회 위원 제외),-,임원전체보수유형,estimate
00401731,,감사위원회 위원,"102,000,000",임원전체보수유형,estimate
00401731,,감사,-,임원전체보수유형,estimate
00508344,김도현,대표이사,"1,152,000,000",개인별보수,exact
00508344,,미등기임원,"411,000,000",미등기임원,estimate
00508344,,"등기이사(사외이사, 감사위원회 위원 제외)","1,152,000,000",임원전체보수유형,estimate
00508344,,사외이사(감사위원회 위원 제외),"16,000,000",임원전체보수유형,estimate
00508344,,감사위원회 위원,"96,000,000",임원전체보수유형,estimate
00508344,,감사,-,임원전체보수유형,estimate
00111722,전경남,사장,"708,000,000",개인별보수,exact
00111722,김미섭,부회장,"1,042,000,000",개인별보수,exact
00111722,허선호,부회장,"1,149,000,000",개인별보수,exact
00111722,,미등기임원,"285,000,000",미등기임원,estimate
00111722,,"등기이사(사외이사, 감사위원회 위원 제외)","966,000,000",임원전체보수유형,estimate
00111722,,사외이사(감사위원회 위원 제외),"69,000,000",임원전체보수유형,estimate
00111722,,감사위원회 위원,"71,000,000",임원전체보수유형,estimate
00111722,,감사,-,임원전체보수유형,estimate
00147860,-,-,-,개인별보수,exact
00147860,,미등기임원,"133,150,000",미등기임원,estimate
00147860,,"등기이사(사외이사, 감사위원회 위원 제외)","293,715,000",임원전체보수유형,estimate
00147860,,사외이사(감사위원회 위원 제외),"24,066,000",임원전체보수유형,estimate
00147860,,감사위원회 위원,-,임원전체보수유형,estimate
00147860,,감사,"60,594,000",임원전체보수유형,estimate
00128227,-,-,-,개인별보수,exact
00128227,,미등기임원,"134,000,000",미등기임원,estimate
00128227,,"등기이사(사외이사, 감사위원회 위원 제외)","317,000,000",임원전체보수유형,estimate
00128227,,사외이사(감사위원회 위원 제외),-,임원전체보수유형,estimate
00128227,,감사위원회 위원,-,임원전체보수유형,estimate
00128227,,감사,"80,000,000",임원전체보수유형,estimate
00193009,-,-,-,개인별보수,exact
00193009,,미등기임원,"90,383,000",미등기임원,estimate
00193009,,"등기이사(사외이사, 감사위원회 위원 제외)","148,992,000",임원전체보수유형,estimate
00193009,,사외이사(감사위원회 위원 제외),"37,972,000",임원전체보수유형,estimate
00193009,,감사위원회 위원,-,임원전체보수유형,estimate
00193009,,감사,"150,000,000",임원전체보수유형,estimate
00145437,-,-,-,개인별보수,exact
00145437,,미등기임원,"91,000,000",미등기임원,estimate
00145437,,"등기이사(사외이사, 감사위원회 위원 제외)","103,000,000",임원전체보수유형,estimate
00145437,,사외이사(감사위원회 위원 제외),"10,000,000",임원전체보수유형,estimate
00145437,,감사위원회 위원,-,임원전체보수유형,estimate
00145437,,감사,"12,000,000",임원전체보수유형,estimate
00255619,-,-,-,개인별보수,exact
00255619,,미등기임원,-,미등기임원,estimate
00255619,,"등기이사(사외이사, 감사위원회 위원 제외)","142,620,000",임원전체보수유형,estimate
00255619,,사외이사(감사위원회 위원 제외),"29,392,000",임원전체보수유형,estimate
00255619,,감사위원회 위원,"61,188,000",임원전체보수유형,estimate
00255619,,감사,-,임원전체보수유형,estimate
00158316,-,-,-,개인별보수,exact
00158316,,미등기임원,"292,291,000",미등기임원,estimate
00158316,,"등기이사(사외이사, 감사위원회 위원 제외)","215,281,000",임원전체보수유형,estimate
00158316,,사외이사(감사위원회 위원 제외),-,임원전체보수유형,estimate
00158316,,감사위원회 위원,"50,000,000",임원전체보수유형,estimate
00158316,,감사,-,임원전체보수유형,estimate
00583424,이지연,경영자,"610,000,000",개인별보수,exact
00583424,박종만,경영자,"972,000,000",개인별보수,exact
00583424,김승환,경영자,"1,061,000,000",개인별보수,exact
00583424,서경배,회장,"2,856,000,000",개인별보수,exact
00583424,,미등기임원,"379,000,000",미등기임원,estimate
00583424,,"등기이사(사외이사, 감사위원회 위원 제외)","1,375,000,000",임원전체보수유형,estimate
00583424,,사외이사(감사위원회 위원 제외),"72,000,000",임원전체보수유형,estimate
00583424,,감사위원회 위원,"72,000,000",임원전체보수유형,estimate
00583424,,감사,-,임원전체보수유형,estimate
00113997,김연섭,대표이사,"550,000,000",개인별보수,exact
00113997,,미등기임원,"255,000,000",미등기임원,estimate
00113997,,"등기이사(사외이사, 감사위원회 위원 제외)","465,000,000",임원전체보수유형,estimate
00113997,,사외이사(감사위원회 위원 제외),"53,000,000",임원전체보수유형,estimate
00113997,,감사위원회 위원,-,임원전체보수유형,estimate
00113997,,감사,"63,000,000",임원전체보수유형,estimate
00480455,-,-,-,개인별보수,exact
00480455,,미등기임원,"162,000,000",미등기임원,estimate
00480455,,"등기이사(사외이사, 감사위원회 위원 제외)","151,000,000",임원전체보수유형,estimate
00480455,,사외이사(감사위원회 위원 제외),"48,000,000",임원전체보수유형,estimate
00480455,,감사위원회 위원,-,임원전체보수유형,estimate
00480455,,감사,"132,000,000",임원전체보수유형,estimate
00706715,-,-,-,개인별보수,exact
00706715,,미등기임원,"131,000,000",미등기임원,estimate
00706715,,"등기이사(사외이사, 감사위원회 위원 제외)","97,000,000",임원전체보수유형,estimate
00706715,,사외이사(감사위원회 위원 제외),-,임원전체보수유형,estimate
00706715,,감사위원회 위원,"18,000,000",임원전체보수유형,estimate
00706715,,감사,-,임원전체보수유형,estimate
00106313,서원상,자문,"636,000,000",개인별보수,exact
00106313,,미등기임원,"243,000,000",미등기임원,estimate
00106313,,"등기이사(사외이사, 감사위원회 위원 제외)","530,000,000",임원전체보수유형,estimate
00106313,,사외이사(감사위원회 위원 제외),-,임원전체보수유형,estimate
00106313,,감사위원회 위원,"48,000,000",임원전체보수유형,estimate
00106313,,감사,-,임원전체보수유형,estimate
00828789,김영대,회장,"961,000,000",개인별보수,exact
00828789,,미등기임원,"125,000,000",미등기임원,estimate
00828789,,"등기이사(사외이사, 감사위원회 위원 제외)","267,000,000",임원전체보수유형,estimate
00828789,,사외이사(감사위원회 위원 제외),-,임원전체보수유형,estimate
00828789,,감사위원회 위원,"60,000,000",임원전체보수유형,estimate
00828789,,감사,-,임원전체보수유형,estimate
00125576,-,-,-,개인별보수,exact
00125576,,미등기임원,"103,000,000",미등기임원,estimate
00125576,,"등기이사(사외이사, 감사위원회 위원 제외)","335,000,000",임원전체보수유형,estimate
00125576,,사외이사(감사위원회 위원 제외),-,임원전체보수유형,estimate
00125576,,감사위원회 위원,"3,000,000",임원전체보수유형,estimate
00125576,,감사,-,임원전체보수유형,estimate
00145880,김원배,부사장,"568,000,000",개인별보수,exact
00145880,서강현,사장,"1,055,000,000",개인별보수,exact
00145880,이성수,전무,"1,311,000,000",개인별보수,exact
00145880,,미등기임원,"339,000,000",미등기임원,estimate
00145880,,"등기이사(사외이사, 감사위원회 위원 제외)","827,000,000",임원전체보수유형,estimate
00145880,,사외이사(감사위원회 위원 제외),"82,000,000",임원전체보수유형,estimate
00145880,,감사위원회 위원,"88,000,000",임원전체보수유형,estimate
00145880,,감사,-,임원전체보수유형,estimate
00129420,-,-,-,개인별보수,exact
00129420,,미등기임원,"163,000,000",미등기임원,estimate
00129420,,"등기이사(사외이사, 감사위원회 위원 제외)","184,000,000",임원전체보수유형,estimate
00129420,,사외이사(감사위원회 위원 제외),-,임원전체보수유형,estimate
00129420,,감사위원회 위원,"36,000,000",임원전체보수유형,estimate
00129420,,감사,-,임원전체보수유형,estimate
00855163,-,-,-,개인별보수,exact
00855163,,미등기임원,"166,000,000",미등기임원,estimate
00855163,,"등기이사(사외이사, 감사위원회 위원 제외)","328,000,000",임원전체보수유형,estimate
00855163,,사외이사(감사위원회 위원 제외),-,임원전체보수유형,estimate
00855163,,감사위원회 위원,"21,000,000",임원전체보수유형,estimate
00855163,,감사,-,임원전체보수유형,estimate
01363818,-,-,-,개인별보수,exact
01363818,-,-,-,개인별보수,exact
01363818,,미등기임원,-,미등기임원,estimate
01363818,,미등기임원,-,미등기임원,estimate
01363818,,"등기이사(사외이사, 감사위원회 위원 제외)","24,000,000",임원전체보수유형,estimate
01363818,,"등기이사(사외이사, 감사위원회 위원 제외)","24,000,000",임원전체보수유형,estimate
01363818,,사외이사(감사위원회 위원 제외),-,임원전체보수유형,estimate
01363818,,사외이사(감사위원회 위원 제외),-,임원전체보수유형,estimate
01363818,,감사위원회 위원,-,임원전체보수유형,estimate
01363818,,감사위원회 위원,-,임원전체보수유형,estimate
01363818,,감사,-,임원전체보수유형,estimate
01363818,,감사,-,임원전체보수유형,estimate
00115612,허상희,부회장,"501,000,000",개인별보수,exact
00115612,,미등기임원,"143,000,000",미등기임원,estimate
00115612,,"등기이사(사외이사, 감사위원회 위원 제외)","349,000,000",임원전체보수유형,estimate
00115612,,사외이사(감사위원회 위원 제외),"37,000,000",임원전체보수유형,estimate
00115612,,감사위원회 위원,-,임원전체보수유형,estimate
00115612,,감사,"161,000,000",임원전체보수유형,estimate
00135917,서지훈,부사장,"618,000,000",개인별보수,exact
00135917,나채범,대표이사,"995,000,000",개인별보수,exact
00135917,,미등기임원,"298,000,000",미등기임원,estimate
00135917,,"등기이사(사외이사, 감사위원회 위원 제외)","689,000,000",임원전체보수유형,estimate
00135917,,사외이사(감사위원회 위원 제외),"84,000,000",임원전체보수유형,estimate
00135917,,감사위원회 위원,"84,000,000",임원전체보수유형,estimate
00135917,,감사,-,임원전체보수유형,estimate
00191588,장범석,대표이사,"542,000,000",개인별보수,exact
00191588,,미등기임원,"221,000,000",미등기임원,estimate
00191588,,"등기이사(사외이사, 감사위원회 위원 제외)","180,000,000",임원전체보수유형,estimate
00191588,,사외이사(감사위원회 위원 제외),-,임원전체보수유형,estimate
00191588,,감사위원회 위원,"44,000,000",임원전체보수유형,estimate
00191588,,감사,-,임원전체보수유형,estimate
01060814,김정,부회장,"3,123,000,000",개인별보수,exact
01060814,,미등기임원,"171,000,000",미등기임원,estimate
01060814,,"등기이사(사외이사, 감사위원회 위원 제외)","1,150,000,000",임원전체보수유형,estimate
01060814,,사외이사(감사위원회 위원 제외),"46,000,000",임원전체보수유형,estimate
01060814,,감사위원회 위원,-,임원전체보수유형,estimate
01060814,,감사,"156,000,000",임원전체보수유형,estimate
00480367,-,-,-,개인별보수,exact
00480367,,미등기임원,"206,081,000",미등기임원,estimate
00480367,,"등기이사(사외이사, 감사위원회 위원 제외)","272,512,000",임원전체보수유형,estimate
00480367,,사외이사(감사위원회 위원 제외),"72,127,000",임원전체보수유형,estimate
